web-scraper-order,web-scraper-start-url,brand_raw,year_raw,km_raw,ps_raw,place_raw,price_raw,modell_raw,gear_raw,fuel_raw
"1671628694-630,""https://www.autolina.ch/carList/page/19?region=ZH"",""VW"",""2021"",""15'800"",""150"",""8408 Winterthur-Wülflingen / ZH"",""39'895"",""Tiguan 2.0 TDI SCR Life 4Motion DSG"",""Automat"",""Diesel"""
"1671628697-631,""https://www.autolina.ch/carList/page/18?region=ZH"",""TESLA"",""2022"",""35'200"",""498"",""8051 Zürich / ZH"",""51'500"",""Model 3 Long R. AWD"",""Automat"",""schwarz"""
"1671628697-632,""https://www.autolina.ch/carList/page/18?region=ZH"",""MERCEDES-BENZ"",""2013"",""175'000"",""252"",""8046 Zürich / ZH"",""23'000"",""E-Klasse C207 Coupé E 350 CDI BlueTec"",""Automat"",""Diesel"""
"1671628697-633,""https://www.autolina.ch/carList/page/18?region=ZH"",""VW"",""2022"",""9'000"",""114"",""8406 Winterthur / ZH"",""34'900"",""Caddy Liberty"",""Automat"",""Benzin"""
"1671628697-634,""https://www.autolina.ch/carList/page/18?region=ZH"",""VW"",""2022"",""3'000"",""204"",""8406 Winterthur / ZH"",""79'990"",""ID. Buzz Pro"",""Automat"",""Elektro"""
"1671628697-635,""https://www.autolina.ch/carList/page/18?region=ZH"",""AUDI"",""null"",""50"",""150"",""8048 Zürich / ZH"",""44'888"",""A3 Sportback 35 TFSI Attraction"",""Automat"",""Benzin"""
"1671628697-636,""https://www.autolina.ch/carList/page/18?region=ZH"",""MERCEDES-BENZ"",""null"",""50"",""163"",""8051 Zürich / ZH"",""52'500"",""GLB 200 AMG Line"",""Automat"",""grau"""
"1671628697-637,""https://www.autolina.ch/carList/page/18?region=ZH"",""AUDI"",""null"",""50"",""150"",""8048 Zürich / ZH"",""57'888"",""Q3 35 TFSI S line Attraction"",""Automat"",""Benzin"""
"1671628697-638,""https://www.autolina.ch/carList/page/18?region=ZH"",""AUDI"",""2021"",""26'210"",""245"",""8406 Winterthur / ZH"",""53'990"",""Q3 45 TFSI advanced qua."",""Automat"",""Benzin"""
"1671628697-639,""https://www.autolina.ch/carList/page/18?region=ZH"",""AUDI"",""2019"",""69'977"",""286"",""8406 Winterthur / ZH"",""75'990"",""Q8 50 TDI"",""Automat"",""Diesel"""
"1671628697-640,""https://www.autolina.ch/carList/page/18?region=ZH"",""VW"",""2021"",""44'700"",""200"",""8406 Winterthur / ZH"",""39'990"",""Passat Variant Business"",""Automat"",""Diesel"""
"1671628697-641,""https://www.autolina.ch/carList/page/18?region=ZH"",""HYUNDAI"",""2016"",""72'400"",""200"",""8340 Hinwil / ZH"",""28'900"",""Gr.SantaFe 2.2 CRDI 4WD Automatic *7 Plätzer*"",""Automat"",""Diesel"""
"1671628697-642,""https://www.autolina.ch/carList/page/18?region=ZH"",""OPEL"",""2023"",""360"",""145"",""8340 Hinwil / ZH"",""48'900"",""Movano 2.3 DT BiTurbo Trabus 3.5t L2H2*AHK 3500KG*"",""Handschaltung"",""Diesel"""
"1671628697-643,""https://www.autolina.ch/carList/page/18?region=ZH"",""VW"",""2020"",""25'300"",""95"",""8051 Zürich / ZH"",""19'900"",""Polo Comfortline"",""Automat"",""Benzin"""
"1671628697-644,""https://www.autolina.ch/carList/page/18?region=ZH"",""SEAT"",""2021"",""45'650"",""150"",""8051 Zürich / ZH"",""34'990"",""ALHAMBRA STYLE STOPP - START"",""Automat"",""Benzin"""
"1671628697-645,""https://www.autolina.ch/carList/page/18?region=ZH"",""VW"",""2016"",""89'600"",""190"",""8340 Hinwil / ZH"",""29'800"",""Tiguan 2.0 TDI Highline R-Line 4Motion DSG"",""Automat"",""Diesel"""
"1671628700-646,""https://www.autolina.ch/carList/page/17?region=ZH"",""PORSCHE"",""2021"",""7'500"",""510"",""8008 Zürich / ZH"",""242'500"",""911 GT3"",""Automat"",""Benzin"""
"1671628700-647,""https://www.autolina.ch/carList/page/17?region=ZH"",""ALFA ROMEO"",""2008"",""152'010"",""260"",""8307 Effretikon / ZH"",""6'400"",""159 Sportwagon 3.2 JTS Q4 TI Q-Tronic"",""Automat"",""Benzin"""
"1671628700-648,""https://www.autolina.ch/carList/page/17?region=ZH"",""SKODA"",""2018"",""72'000"",""190"",""8307 Effretikon / ZH"",""29'900"",""Superb Combi 2.0 TDi Ambition 4x4 DSG"",""Automat"",""Diesel"""
"1671628700-649,""https://www.autolina.ch/carList/page/17?region=ZH"",""PORSCHE"",""2015"",""27'800"",""400"",""8308 Illnau / ZH"",""89'900"",""911 Cabrio Carrera S"",""Handschaltung"",""Benzin"""
"1671628700-650,""https://www.autolina.ch/carList/page/17?region=ZH"",""MINI"",""2018"",""28'000"",""136"",""8800 Thalwil / ZH"",""27'900"",""Countryman F60 1.5i Cooper ALL4"",""Automat"",""Benzin"""
"1671628700-651,""https://www.autolina.ch/carList/page/17?region=ZH"",""VW"",""2018"",""137'700"",""190"",""8051 Zürich / ZH"",""22'690"",""Passat Variant Highline"",""Automat"",""Diesel"""
"1671628700-652,""https://www.autolina.ch/carList/page/17?region=ZH"",""SKODA"",""2021"",""29'450"",""190"",""8051 Zürich / ZH"",""42'900"",""KODIAQ «Clever» 4X4 (Netto)"",""Automat"",""Benzin"""
"1671628700-653,""https://www.autolina.ch/carList/page/17?region=ZH"",""ALIPNE"",""1992"",""126'000"",""250"",""8820 Wädenswil / ZH"",""49'950"",""Alpine A610 Turbo"",""Handschaltung"",""Benzin"""
"1671628700-654,""https://www.autolina.ch/carList/page/17?region=ZH"",""FORD"",""2021"",""26'000"",""224"",""8952 Schlieren / ZH"",""37'900"",""Kuga 2.5 Plug-in Hybrid Vignale"",""Automat"",""Plug-in-Hybrid Benzin/Elektro"""
"1671628700-655,""https://www.autolina.ch/carList/page/17?region=ZH"",""SEAT"",""null"",""10"",""150"",""8952 Schlieren / ZH"",""26'500"",""Ibiza 1.5 TSI Hola FR DSG"",""Automat"",""Benzin"""
"1671628700-656,""https://www.autolina.ch/carList/page/17?region=ZH"",""FORD"",""2022"",""8"",""122"",""8952 Schlieren / ZH"",""31'500"",""Tourneo Connect 2.0 EcoBlue 122 Titanium"",""Handschaltung"",""Diesel"""
"1671628700-657,""https://www.autolina.ch/carList/page/17?region=ZH"",""SEAT"",""null"",""10"",""150"",""8952 Schlieren / ZH"",""26'500"",""Ibiza 1.5 TSI Hola FR DSG"",""Automat"",""Benzin"""
"1671628700-658,""https://www.autolina.ch/carList/page/17?region=ZH"",""FORD"",""null"",""6"",""120"",""8952 Schlieren / ZH"",""36'600"",""Focus Station Wagon 1.5 EcoBlue 120 Titanium X"",""Automat"",""Diesel"""
"1671628700-659,""https://www.autolina.ch/carList/page/17?region=ZH"",""MERCEDES-BENZ"",""2021"",""45'100"",""194"",""8472 Seuzach/Ohringen / ZH"",""54'900"",""E 220d T 4M Avantgarde"",""Automat"",""Diesel"""
"1671628700-660,""https://www.autolina.ch/carList/page/17?region=ZH"",""VW"",""2015"",""93'600"",""300"",""8406 Winterthur / ZH"",""30'990"",""Golf R"",""Automat"",""Benzin"""
"1671628704-661,""https://www.autolina.ch/carList/page/16?region=ZH"",""VW"",""2021"",""280"",""110"",""8340 Hinwil / ZH"",""29'900"",""Golf 1.0 eTSI mHEV ACTLife DSG"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628704-662,""https://www.autolina.ch/carList/page/16?region=ZH"",""AUDI"",""2013"",""58'000"",""525"",""8712 Stäfa / ZH"",""84'995"",""R8 Spyder 5.2 FSI V10 quattro S-Tronic"",""Automat"",""Benzin"""
"1671628704-663,""https://www.autolina.ch/carList/page/16?region=ZH"",""VW"",""2016"",""1'400"",""310"",""8712 Stäfa / ZH"",""51'995"",""Golf VII 2.0 TSI GTI Clubsport S"",""Handschaltung"",""Benzin"""
"1671628704-664,""https://www.autolina.ch/carList/page/16?region=ZH"",""RENAULT"",""2017"",""65'500"",""90"",""8340 Hinwil / ZH"",""11'900"",""Captur 0.9 12V Life"",""Handschaltung"",""Benzin"""
"1671628704-665,""https://www.autolina.ch/carList/page/16?region=ZH"",""VW"",""2017"",""60'450"",""110"",""8051 Zürich / ZH"",""18'970"",""Golf Comfortline"",""Automat"",""Benzin"""
"1671628704-666,""https://www.autolina.ch/carList/page/16?region=ZH"",""VW"",""2021"",""12'850"",""90"",""8051 Zürich / ZH"",""22'790"",""Golf Value"",""Handschaltung"",""Benzin"""
"1671628704-667,""https://www.autolina.ch/carList/page/16?region=ZH"",""SEAT"",""2019"",""32'850"",""95"",""8051 Zürich / ZH"",""15'900"",""Ibiza 1.0 EcoTSIXcellence"",""Handschaltung"",""Benzin"""
"1671628704-668,""https://www.autolina.ch/carList/page/16?region=ZH"",""MERCEDES-BENZ"",""2022"",""31'500"",""163"",""8472 Seuzach/Ohringen / ZH"",""41'900"",""CLA 200 Progressive"",""Automat"",""Benzin"""
"1671628704-669,""https://www.autolina.ch/carList/page/16?region=ZH"",""ALFA ROMEO"",""2019"",""38'000"",""510"",""8311 Brütten / ZH"",""64'800"",""Stelvio 2.9 V6 Quadrifoglio Q4 Automatic"",""Automat"",""Benzin"""
"1671628704-670,""https://www.autolina.ch/carList/page/16?region=ZH"",""AUDI"",""2014"",""220'000"",""245"",""8406 Winterthur-Töss / ZH"",""19'999"",""Q7 3.0 TDI addBlue quattro tiptronic"",""Automat"",""Diesel"""
"1671628704-671,""https://www.autolina.ch/carList/page/16?region=ZH"",""FIAT"",""2017"",""128'224"",""105"",""8305 Dietlikon / ZH"",""12'900"",""Doblò 1.6 Multijet Cargo Base"",""Handschaltung"",""Diesel"""
"1671628704-672,""https://www.autolina.ch/carList/page/16?region=ZH"",""FIAT"",""2017"",""35'200"",""105"",""8305 Dietlikon / ZH"",""15'500"",""Doblò 1.6 Multijet Cargo Base"",""Handschaltung"",""Diesel"""
"1671628704-673,""https://www.autolina.ch/carList/page/16?region=ZH"",""FIAT"",""2017"",""86'396"",""105"",""8305 Dietlikon / ZH"",""13'700"",""Doblò 1.6 Multijet Cargo Base"",""Handschaltung"",""Diesel"""
"1671628704-674,""https://www.autolina.ch/carList/page/16?region=ZH"",""PORSCHE"",""2021"",""20'000"",""460"",""8008 Zürich / ZH"",""133'500"",""CAYENNE GTS"",""Automat"",""Benzin"""
"1671628704-675,""https://www.autolina.ch/carList/page/16?region=ZH"",""PORSCHE"",""2022"",""8'500"",""400"",""8008 Zürich / ZH"",""107'500"",""CAYMAN 718 GTS 4.0"",""Automat"",""Benzin"""
"1671628707-676,""https://www.autolina.ch/carList/page/15?region=ZH"",""SKODA"",""2022"",""3'000"",""110"",""8712 Stäfa / ZH"",""28'700"",""SCALA «Fresh» (NETTO)"",""Automat"",""Benzin"""
"1671628707-677,""https://www.autolina.ch/carList/page/15?region=ZH"",""SKODA"",""2022"",""6'000"",""204"",""8712 Stäfa / ZH"",""54'750"",""Enyaq 80 80"",""Automat"",""Elektro"""
"1671628707-678,""https://www.autolina.ch/carList/page/15?region=ZH"",""VOLVO"",""2018"",""37'900"",""190"",""8340 Hinwil / ZH"",""38'900"",""XC40 D4 AWD R-Design Geartronic"",""Automat"",""Diesel"""
"1671628707-679,""https://www.autolina.ch/carList/page/15?region=ZH"",""BMW"",""2018"",""7'900"",""460"",""8340 Hinwil / ZH"",""95'900"",""M4 Coupé CS DKG"",""Automat"",""Benzin"""
"1671628707-680,""https://www.autolina.ch/carList/page/15?region=ZH"",""FORD"",""2020"",""35'000"",""155"",""8712 Stäfa / ZH"",""24'595"",""Puma 1.0 EcoB Hybrid 155 ST-Line X"",""Handschaltung"",""Mild-Hybrid Benzin/Elektro"""
"1671628707-681,""https://www.autolina.ch/carList/page/15?region=ZH"",""AUDI"",""2017"",""55'800"",""190"",""8340 Hinwil / ZH"",""29'900"",""Q2 2.0 TDI S-Line quattro S-tronic"",""Automat"",""Diesel"""
"1671628707-682,""https://www.autolina.ch/carList/page/15?region=ZH"",""ALFA ROMEO"",""2017"",""64'000"",""280"",""8712 Stäfa / ZH"",""34'595"",""Giulia 2.0 Q4 Veloce"",""Automat"",""Benzin"""
"1671628707-683,""https://www.autolina.ch/carList/page/15?region=ZH"",""VW"",""2007"",""120'100"",""230"",""8340 Hinwil / ZH"",""13'900"",""Golf 2.0 TFSI GTI Edition 30 DSG"",""Automat"",""Benzin"""
"1671628707-684,""https://www.autolina.ch/carList/page/15?region=ZH"",""BMW"",""2014"",""70'000"",""306"",""8712 Stäfa / ZH"",""29'995"",""435i Cabrio"",""Automat"",""Benzin"""
"1671628707-685,""https://www.autolina.ch/carList/page/15?region=ZH"",""BMW"",""2019"",""53'400"",""252"",""8340 Hinwil / ZH"",""39'800"",""430i Cabriolet Steptronic Sport Line"",""Automat"",""Benzin"""
"1671628707-686,""https://www.autolina.ch/carList/page/15?region=ZH"",""AUDI"",""2012"",""132'000"",""245"",""8712 Stäfa / ZH"",""21'795"",""A4 Allroad 3.0 V6 TDI S-Tronic"",""Automat"",""Diesel"""
"1671628707-687,""https://www.autolina.ch/carList/page/15?region=ZH"",""FORD"",""2021"",""13'000"",""253"",""8712 Stäfa / ZH"",""54'795"",""BRONCO SPORT Badlands 2.0 EcoBoost 4x4"",""Automat"",""Benzin"""
"1671628707-688,""https://www.autolina.ch/carList/page/15?region=ZH"",""MERCEDES-BENZ"",""2018"",""15'000"",""557"",""8712 Stäfa / ZH"",""129'995"",""GT C Coupé AMG"",""Automat"",""Benzin"""
"1671628707-689,""https://www.autolina.ch/carList/page/15?region=ZH"",""MERCEDES-BENZ"",""2006"",""73'800"",""245"",""8340 Hinwil / ZH"",""22'900"",""SL 350"",""Automat"",""Benzin"""
"1671628707-690,""https://www.autolina.ch/carList/page/15?region=ZH"",""LAND ROVER"",""2017"",""66'700"",""240"",""8712 Stäfa / ZH"",""34'795"",""2.0 Si4 SE Dynamic"",""Automat"",""Benzin"""
"1671628710-691,""https://www.autolina.ch/carList/page/14?region=ZH"",""MERCEDES-BENZ"",""2015"",""70'950"",""360"",""8200 Schaffhausen / ZH"",""27'700"",""A-Klasse W176 A 45 AMG 4m"",""Automat"",""Benzin"""
"1671628710-692,""https://www.autolina.ch/carList/page/14?region=ZH"",""OPEL"",""2015"",""68'800"",""130"",""8340 Hinwil / ZH"",""13'900"",""Mokka 1.7 CDTi Cosmo 4WD"",""Handschaltung"",""Diesel"""
"1671628710-693,""https://www.autolina.ch/carList/page/14?region=ZH"",""MERCEDES-BENZ"",""2016"",""80'900"",""170"",""8340 Hinwil / ZH"",""33'900"",""GLC 220 d Exclusive 4Matic 9G-Tronic *AMG-Line Interieur*"",""Automat"",""Diesel"""
"1671628710-694,""https://www.autolina.ch/carList/page/14?region=ZH"",""VW"",""2017"",""43'800"",""150"",""8340 Hinwil / ZH"",""27'900"",""Touran 1.4 TSI BlueMotion Technology Comfortline DSG *7 Plät"",""Automat"",""Benzin"""
"1671628710-695,""https://www.autolina.ch/carList/page/14?region=ZH"",""RENAULT"",""2018"",""52'000"",""100"",""8152 Glattpark (Opfikon) / ZH"",""13'300"",""Mégane Grandtour 1.2 16V Turbo Zen"",""Handschaltung"",""Benzin"""
"1671628710-696,""https://www.autolina.ch/carList/page/14?region=ZH"",""VW"",""2019"",""60'950"",""340"",""8712 Stäfa / ZH"",""67'995"",""Touareg 3.0 V6 TSI R-Line"",""Automat"",""Benzin"""
"1671628710-697,""https://www.autolina.ch/carList/page/14?region=ZH"",""VW"",""2015"",""73'800"",""125"",""8340 Hinwil / ZH"",""18'900"",""Golf Sportsvan 1.4 TSI Lounge DSG"",""Automat"",""Benzin"""
"1671628710-698,""https://www.autolina.ch/carList/page/14?region=ZH"",""MERCEDES-BENZ"",""2015"",""81'400"",""211"",""8340 Hinwil / ZH"",""24'900"",""A 250 Sport AMG-Line 7G-DCT"",""Automat"",""Benzin"""
"1671628710-699,""https://www.autolina.ch/carList/page/14?region=ZH"",""SKODA"",""2022"",""3'000"",""110"",""8712 Stäfa / ZH"",""30'550"",""KAMIQ «Fresh» (NETTO)"",""Automat"",""Benzin"""
"1671628710-700,""https://www.autolina.ch/carList/page/14?region=ZH"",""LAND ROVER"",""2015"",""73'500"",""550"",""8340 Hinwil / ZH"",""72'900"",""Range Rover Sport 5.0 V8 SVR"",""Automat"",""Benzin"""
"1671628710-701,""https://www.autolina.ch/carList/page/14?region=ZH"",""MASERATI"",""2009"",""92'000"",""440"",""8712 Stäfa / ZH"",""44'795"",""Gran Turismo S 4.7 V8"",""Automat"",""Benzin"""
"1671628710-702,""https://www.autolina.ch/carList/page/14?region=ZH"",""AUDI"",""2018"",""67'000"",""510"",""8712 Stäfa / ZH"",""59'795"",""RS5 Coupé 2.9 V6 TFSI ABT-Tuning 510PS"",""Automat"",""Benzin"""
"1671628710-703,""https://www.autolina.ch/carList/page/14?region=ZH"",""SKODA"",""2021"",""7'000"",""190"",""8712 Stäfa / ZH"",""42'450"",""Karoq 2.0TSI SportL.4x4"",""Automat"",""Benzin"""
"1671628710-704,""https://www.autolina.ch/carList/page/14?region=ZH"",""SKODA"",""2022"",""7'000"",""150"",""8712 Stäfa / ZH"",""37'950"",""Octavia 2.0 TDI Ambition"",""Automat"",""Diesel"""
"1671628710-705,""https://www.autolina.ch/carList/page/14?region=ZH"",""SKODA"",""2021"",""5'000"",""190"",""8712 Stäfa / ZH"",""43'450"",""Karoq 2.0TSI SportL.4x4"",""Automat"",""Benzin"""
"1671628714-706,""https://www.autolina.ch/carList/page/13?region=ZH"",""BMW"",""1988"",""197'850"",""129"",""8247 Flurlingen / ZH"",""17'870"",""320i"",""Handschaltung"",""Benzin"""
"1671628714-707,""https://www.autolina.ch/carList/page/13?region=ZH"",""VW"",""2019"",""23'000"",""200"",""8712 Stäfa / ZH"",""27'795"",""Polo 2.0 TSI GTI DSG"",""Automat"",""Benzin"""
"1671628714-708,""https://www.autolina.ch/carList/page/13?region=ZH"",""SEAT"",""null"",""25"",""190"",""8712 Stäfa / ZH"",""43'795"",""Ateca 2.0 TSI Hola FR 4Drive DSG"",""Automat"",""Benzin"""
"1671628714-709,""https://www.autolina.ch/carList/page/13?region=ZH"",""VW"",""2019"",""47'300"",""200"",""8340 Hinwil / ZH"",""26'900"",""Polo 2.0 TSI GTI DSG"",""Automat"",""Benzin"""
"1671628714-710,""https://www.autolina.ch/carList/page/13?region=ZH"",""LAND ROVER"",""2012"",""169'000"",""256"",""8196 Wil / ZH"",""19'990"",""Range Rover Sport 3.0 SDV6 HSE Automatic"",""Automat"",""Diesel"""
"1671628714-711,""https://www.autolina.ch/carList/page/13?region=ZH"",""RENAULT"",""2020"",""47'400"",""160"",""8152 Glattpark (Opfikon) / ZH"",""23'900"",""Kadjar 1.3 16V Turbo Black Edition EDC"",""Automat"",""Benzin"""
"1671628714-712,""https://www.autolina.ch/carList/page/13?region=ZH"",""VW"",""2019"",""64'500"",""95"",""8340 Hinwil / ZH"",""19'800"",""Polo 1.0 TSI BMT Join DSG"",""Automat"",""Benzin"""
"1671628714-713,""https://www.autolina.ch/carList/page/13?region=ZH"",""MINI"",""2011"",""117'500"",""184"",""8340 Hinwil / ZH"",""12'900"",""Countryman Cooper S FWD Steptronic"",""Automat"",""Benzin"""
"1671628714-714,""https://www.autolina.ch/carList/page/13?region=ZH"",""VW"",""2019"",""50'500"",""300"",""8048 Zürich / ZH"",""33'500"",""Golf VII 2.0 TSI R DSG 4motion"",""Automat"",""Benzin"""
"1671628714-715,""https://www.autolina.ch/carList/page/13?region=ZH"",""SKODA"",""2022"",""3'000"",""200"",""8712 Stäfa / ZH"",""59'990"",""NEW KODIAQ Style"",""Automat"",""Diesel"""
"1671628714-716,""https://www.autolina.ch/carList/page/13?region=ZH"",""SKODA"",""2022"",""3'000"",""190"",""8712 Stäfa / ZH"",""50'750"",""KODIAQ Style"",""Automat"",""Benzin"""
"1671628714-717,""https://www.autolina.ch/carList/page/13?region=ZH"",""SKODA"",""2022"",""7'000"",""280"",""8712 Stäfa / ZH"",""57'450"",""SUPERB Sportline"",""Automat"",""Benzin"""
"1671628714-718,""https://www.autolina.ch/carList/page/13?region=ZH"",""VW"",""2017"",""102'500"",""230"",""8340 Hinwil / ZH"",""26'900"",""Golf 2.0 TSI GTI DSG 230 PS"",""Automat"",""Benzin"""
"1671628714-719,""https://www.autolina.ch/carList/page/13?region=ZH"",""MERCEDES-BENZ"",""2019"",""43'800"",""194"",""8340 Hinwil / ZH"",""44'900"",""C 220 d Swiss Star AMG Line 4Matic 9G-Tronic"",""Automat"",""Diesel"""
"1671628714-720,""https://www.autolina.ch/carList/page/13?region=ZH"",""VW"",""2021"",""9'000"",""319"",""8712 Stäfa / ZH"",""55'995"",""Golf 2.0 TSI R DSG 4motion Abramovic R-Performance"",""Automat"",""Benzin"""
"1671628717-721,""https://www.autolina.ch/carList/page/12?region=ZH"",""CITROEN"",""2021"",""500"",""136"",""8424 Embrach / ZH"",""37'900"",""e-C4 Shine"",""Automat"",""Elektro"""
"1671628717-722,""https://www.autolina.ch/carList/page/12?region=ZH"",""PEUGEOT"",""2021"",""250"",""130"",""8424 Embrach / ZH"",""39'900"",""3008 1.5 BlueHDi Roadtrip"",""Automat"",""Diesel"""
"1671628717-723,""https://www.autolina.ch/carList/page/12?region=ZH"",""PEUGEOT"",""2022"",""100"",""136"",""8424 Embrach / ZH"",""30'900"",""208 e-Active"",""Automat"",""Elektro"""
"1671628717-724,""https://www.autolina.ch/carList/page/12?region=ZH"",""LAND ROVER"",""2019"",""23'500"",""180"",""8340 Hinwil / ZH"",""53'900"",""Discovery Sport R Dyn D180 2.0D TD4 MHEV SE AWD AT9*7-Plätze"",""Automat"",""Mild-Hybrid Diesel/Elektro"""
"1671628717-725,""https://www.autolina.ch/carList/page/12?region=ZH"",""AUDI"",""2020"",""27'100"",""150"",""8340 Hinwil / ZH"",""35'900"",""A3 Sportback 35 TFSI S-Line S-tronic"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628717-726,""https://www.autolina.ch/carList/page/12?region=ZH"",""SKODA"",""2021"",""7'000"",""110"",""8712 Stäfa / ZH"",""29'450"",""Kamiq 1.0 TSI Style DSG"",""Automat"",""Benzin"""
"1671628717-727,""https://www.autolina.ch/carList/page/12?region=ZH"",""VW"",""2018"",""80'700"",""180"",""8340 Hinwil / ZH"",""32'900"",""Tiguan 2.0TSI Highline R-Line 4Motion DSG"",""Automat"",""Benzin"""
"1671628717-728,""https://www.autolina.ch/carList/page/12?region=ZH"",""RENAULT"",""2021"",""19'800"",""91"",""8152 Glattpark (Opfikon) / ZH"",""19'580"",""Clio 1.0 Zen CVT"",""Automat"",""Benzin"""
"1671628717-729,""https://www.autolina.ch/carList/page/12?region=ZH"",""MERCEDES-BENZ"",""2018"",""55'100"",""163"",""8340 Hinwil / ZH"",""35'900"",""A 200 AMG Line 7G-DCT"",""Automat"",""Benzin"""
"1671628717-730,""https://www.autolina.ch/carList/page/12?region=ZH"",""VW"",""2022"",""3'200"",""110"",""8304 Wallisellen / ZH"",""29'999"",""Taigo 1.0 TSI Style DSG"",""Automat"",""Benzin"""
"1671628717-731,""https://www.autolina.ch/carList/page/12?region=ZH"",""BMW"",""2021"",""3'500"",""286"",""8340 Hinwil / ZH"",""63'900"",""iX3 Impressive M-Individual"",""Automat"",""Elektro"""
"1671628717-732,""https://www.autolina.ch/carList/page/12?region=ZH"",""AUDI"",""2019"",""38'700"",""360"",""8340 Hinwil / ZH"",""63'900"",""e-tron 55 Advanced quattro"",""Automat"",""Elektro"""
"1671628717-733,""https://www.autolina.ch/carList/page/12?region=ZH"",""AUDI"",""2021"",""8'800"",""150"",""8340 Hinwil / ZH"",""38'900"",""A3 Sportback 35 TFSI S-tronic *S-Line Interieur*"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628717-734,""https://www.autolina.ch/carList/page/12?region=ZH"",""MERCEDES-BENZ"",""2016"",""62'100"",""170"",""8340 Hinwil / ZH"",""28'900"",""C 220 d Swiss Star AMG Line 4Matic 9G-Tronic"",""Automat"",""Diesel"""
"1671628717-735,""https://www.autolina.ch/carList/page/12?region=ZH"",""VW"",""2015"",""94'300"",""280"",""8340 Hinwil / ZH"",""27'900"",""Passat Variant 2.0 TSI BMT Highline 4Motion DSG"",""Automat"",""Benzin"""
"1671628721-736,""https://www.autolina.ch/carList/page/11?region=ZH"",""RENAULT"",""2021"",""9'700"",""185"",""8152 Glattpark (Opfikon) / ZH"",""37'770"",""Koleos 2.0 dCi Initiale Paris 4WD Xtronic CVT"",""Automat"",""Diesel"""
"1671628721-737,""https://www.autolina.ch/carList/page/11?region=ZH"",""VW"",""2011"",""66'800"",""140"",""8340 Hinwil / ZH"",""20'900"",""Sharan 2.0 TDI BlueMotion Highline *7 Plätzer*"",""Handschaltung"",""Diesel"""
"1671628721-738,""https://www.autolina.ch/carList/page/11?region=ZH"",""SKODA"",""2022"",""3'000"",""150"",""8712 Stäfa / ZH"",""33'750"",""SCALA «Tour» (NETTO)"",""Automat"",""Benzin"""
"1671628721-739,""https://www.autolina.ch/carList/page/11?region=ZH"",""RENAULT"",""2017"",""115'800"",""177"",""8152 Glattpark (Opfikon) / ZH"",""21'990"",""Koleos 2.0 dCi Initiale Paris 4x4 Xtronic CVT"",""Automat"",""Diesel"""
"1671628721-740,""https://www.autolina.ch/carList/page/11?region=ZH"",""VW"",""2015"",""249'000"",""150"",""1203 Genève / ZH"",""11'500"",""Touran 2.0 TDI SCR Comfortline DSG"",""Automat"",""Diesel"""
"1671628721-741,""https://www.autolina.ch/carList/page/11?region=ZH"",""AUDI"",""2010"",""120'000"",""350"",""3422 Kirchberg / ZH"",""21'000"",""A8 4.2 V8 TDI quattro T-Tronic"",""Automat"",""Diesel"""
"1671628721-742,""https://www.autolina.ch/carList/page/11?region=ZH"",""PORSCHE"",""2009"",""111'500"",""295"",""8247 Flurlingen / ZH"",""27'640"",""Cayman S 3.4"",""Handschaltung"",""Benzin"""
"1671628721-743,""https://www.autolina.ch/carList/page/11?region=ZH"",""VW"",""2012"",""123'000"",""380"",""8103 Unterengstringen / ZH"",""26'500"",""Golf VI 2.0 TSI R DSG 4motion"",""Automat"",""Benzin"""
"1671628721-744,""https://www.autolina.ch/carList/page/11?region=ZH"",""FORD"",""1960"",""0"",""223"",""8488 Turbenthal / ZH"",""60'000"",""Thunderbird"",""Automat"",""Benzin"""
"1671628721-745,""https://www.autolina.ch/carList/page/11?region=ZH"",""AUDI"",""2019"",""42'700"",""200"",""8340 Hinwil / ZH"",""32'900"",""A1 Sportback 40 TFSI S Line S-tronic"",""Automat"",""Benzin"""
"1671628721-746,""https://www.autolina.ch/carList/page/11?region=ZH"",""HONDA"",""2022"",""1'000"",""131"",""8424 Embrach / ZH"",""38'530"",""HR-V 1.5 i-MMD Advance"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628721-747,""https://www.autolina.ch/carList/page/11?region=ZH"",""CITROEN"",""2021"",""5'000"",""110"",""8424 Embrach / ZH"",""25'980"",""C3 1.2 PureTech Swiss Edition"",""Automat"",""Benzin"""
"1671628721-748,""https://www.autolina.ch/carList/page/11?region=ZH"",""CITROEN"",""null"",""25"",""110"",""8424 Embrach / ZH"",""27'900"",""C3 1.2 PureTech Swiss Edition+"",""Automat"",""Benzin"""
"1671628721-749,""https://www.autolina.ch/carList/page/11?region=ZH"",""CITROEN"",""null"",""25"",""110"",""8424 Embrach / ZH"",""28'690"",""C3 1.2 PureTech Swiss Edition+"",""Automat"",""Benzin"""
"1671628721-750,""https://www.autolina.ch/carList/page/11?region=ZH"",""HONDA"",""null"",""25"",""184"",""8424 Embrach / ZH"",""49'900"",""CR-V 2.0 i-MMD Executive 4WD"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
